sku,intent,question,answer
TCX-MN-082,product_price,ViewCare 27Q giá bao nhiêu?,ViewCare 27Q hiện có giá niêm yết 3.220.000 VND.
TCX-MN-082,product_info,ViewCare 27Q có thông số gì nổi bật?,"ViewCare 27Q có thông số chính: 27 inch 2K, IPS, 100Hz."
TCX-MN-082,product_recommendation,ViewCare 27Q phù hợp với nhu cầu nào?,ViewCare 27Q phù hợp với nhu cầu: làm việc đa nhiệm.
TCX-MN-082,product_warranty,ViewCare 27Q bảo hành bao lâu?,ViewCare 27Q được bảo hành 24 tháng.
TCX-MN-082,product_category,ViewCare 27Q thuộc nhóm sản phẩm nào?,ViewCare 27Q thuộc nhóm màn hình.
TCX-MN-083,product_price,GameView 24G giá bao nhiêu?,GameView 24G hiện có giá niêm yết 3.950.000 VND.
TCX-MN-083,product_info,GameView 24G có thông số gì nổi bật?,"GameView 24G có thông số chính: 24 inch Full HD, 165Hz, 1ms."
TCX-MN-083,product_recommendation,GameView 24G phù hợp với nhu cầu nào?,GameView 24G phù hợp với nhu cầu: chơi game FPS.
TCX-MN-083,product_warranty,GameView 24G bảo hành bao lâu?,GameView 24G được bảo hành 24 tháng.
TCX-MN-083,product_category,GameView 24G thuộc nhóm sản phẩm nào?,GameView 24G thuộc nhóm màn hình.
TCX-MN-084,product_price,GameView 27Q giá bao nhiêu?,GameView 27Q hiện có giá niêm yết 4.680.000 VND.
TCX-MN-084,product_info,GameView 27Q có thông số gì nổi bật?,"GameView 27Q có thông số chính: 27 inch 2K, 165Hz."
TCX-MN-084,product_recommendation,GameView 27Q phù hợp với nhu cầu nào?,GameView 27Q phù hợp với nhu cầu: gaming và đồ họa.
TCX-MN-084,product_warranty,GameView 27Q bảo hành bao lâu?,GameView 27Q được bảo hành 24 tháng.
TCX-MN-084,product_category,GameView 27Q thuộc nhóm sản phẩm nào?,GameView 27Q thuộc nhóm màn hình.
TCX-MN-085,product_price,CreatorView 27C giá bao nhiêu?,CreatorView 27C hiện có giá niêm yết 5.410.000 VND.
TCX-MN-085,product_info,CreatorView 27C có thông số gì nổi bật?,"CreatorView 27C có thông số chính: 27 inch 4K, độ phủ màu cao."
TCX-MN-085,product_recommendation,CreatorView 27C phù hợp với nhu cầu nào?,"CreatorView 27C phù hợp với nhu cầu: thiết kế, chỉnh ảnh."
TCX-MN-085,product_warranty,CreatorView 27C bảo hành bao lâu?,CreatorView 27C được bảo hành 24 tháng.
TCX-MN-085,product_category,CreatorView 27C thuộc nhóm sản phẩm nào?,CreatorView 27C thuộc nhóm màn hình.
TCX-MN-086,product_price,UltraWide 34 giá bao nhiêu?,UltraWide 34 hiện có giá niêm yết 6.140.000 VND.
TCX-MN-086,product_info,UltraWide 34 có thông số gì nổi bật?,"UltraWide 34 có thông số chính: 34 inch ultrawide, 144Hz."
TCX-MN-086,product_recommendation,UltraWide 34 phù hợp với nhu cầu nào?,"UltraWide 34 phù hợp với nhu cầu: đa nhiệm, dựng timeline."
TCX-MN-086,product_warranty,UltraWide 34 bảo hành bao lâu?,UltraWide 34 được bảo hành 24 tháng.
TCX-MN-086,product_category,UltraWide 34 thuộc nhóm sản phẩm nào?,UltraWide 34 thuộc nhóm màn hình.
TCX-MN-087,product_price,OfficeView 22 giá bao nhiêu?,OfficeView 22 hiện có giá niêm yết 6.870.000 VND.
TCX-MN-087,product_info,OfficeView 22 có thông số gì nổi bật?,"OfficeView 22 có thông số chính: 22 inch Full HD, tiết kiệm điện."
TCX-MN-087,product_recommendation,OfficeView 22 phù hợp với nhu cầu nào?,OfficeView 22 phù hợp với nhu cầu: văn phòng cơ bản.
TCX-MN-087,product_warranty,OfficeView 22 bảo hành bao lâu?,OfficeView 22 được bảo hành 24 tháng.
TCX-MN-087,product_category,OfficeView 22 thuộc nhóm sản phẩm nào?,OfficeView 22 thuộc nhóm màn hình.
TCX-MN-088,product_price,PortableView 15 giá bao nhiêu?,PortableView 15 hiện có giá niêm yết 7.600.000 VND.
TCX-MN-088,product_info,PortableView 15 có thông số gì nổi bật?,PortableView 15 có thông số chính: màn hình di động 15.6 inch USB-C.
TCX-MN-088,product_recommendation,PortableView 15 phù hợp với nhu cầu nào?,PortableView 15 phù hợp với nhu cầu: làm việc di động.
TCX-MN-088,product_warranty,PortableView 15 bảo hành bao lâu?,PortableView 15 được bảo hành 24 tháng.
TCX-MN-088,product_category,PortableView 15 thuộc nhóm sản phẩm nào?,PortableView 15 thuộc nhóm màn hình.
TCX-MN-089,product_price,EyeCare 27 giá bao nhiêu?,EyeCare 27 hiện có giá niêm yết 8.330.000 VND.
TCX-MN-089,product_info,EyeCare 27 có thông số gì nổi bật?,"EyeCare 27 có thông số chính: 27 inch Full HD, lọc ánh sáng xanh."
TCX-MN-089,product_recommendation,EyeCare 27 phù hợp với nhu cầu nào?,EyeCare 27 phù hợp với nhu cầu: học tập lâu.
TCX-MN-089,product_warranty,EyeCare 27 bảo hành bao lâu?,EyeCare 27 được bảo hành 24 tháng.
TCX-MN-089,product_category,EyeCare 27 thuộc nhóm sản phẩm nào?,EyeCare 27 thuộc nhóm màn hình.
TCX-MN-090,product_price,StudioView 32 giá bao nhiêu?,StudioView 32 hiện có giá niêm yết 9.060.000 VND.
TCX-MN-090,product_info,StudioView 32 có thông số gì nổi bật?,"StudioView 32 có thông số chính: 32 inch 4K, IPS."
TCX-MN-090,product_recommendation,StudioView 32 phù hợp với nhu cầu nào?,StudioView 32 phù hợp với nhu cầu: sáng tạo nội dung.
TCX-MN-090,product_warranty,StudioView 32 bảo hành bao lâu?,StudioView 32 được bảo hành 24 tháng.
TCX-MN-090,product_category,StudioView 32 thuộc nhóm sản phẩm nào?,StudioView 32 thuộc nhóm màn hình.
TCX-AC-091,product_price,HubConnect 6-in-1 giá bao nhiêu?,HubConnect 6-in-1 hiện có giá niêm yết 100.000 VND.
TCX-AC-091,product_info,HubConnect 6-in-1 có thông số gì nổi bật?,"HubConnect 6-in-1 có thông số chính: hub USB-C gồm HDMI, USB-A, SD, PD."
TCX-AC-091,product_recommendation,HubConnect 6-in-1 phù hợp với nhu cầu nào?,HubConnect 6-in-1 phù hợp với nhu cầu: laptop mỏng nhẹ.
TCX-AC-091,product_warranty,HubConnect 6-in-1 bảo hành bao lâu?,HubConnect 6-in-1 được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-091,product_category,HubConnect 6-in-1 thuộc nhóm sản phẩm nào?,HubConnect 6-in-1 thuộc nhóm phụ kiện.
TCX-AC-092,product_price,HubConnect 9-in-1 giá bao nhiêu?,HubConnect 9-in-1 hiện có giá niêm yết 830.000 VND.
TCX-AC-092,product_info,HubConnect 9-in-1 có thông số gì nổi bật?,"HubConnect 9-in-1 có thông số chính: hub USB-C nhiều cổng, LAN, HDMI, PD."
TCX-AC-092,product_recommendation,HubConnect 9-in-1 phù hợp với nhu cầu nào?,HubConnect 9-in-1 phù hợp với nhu cầu: văn phòng.
TCX-AC-092,product_warranty,HubConnect 9-in-1 bảo hành bao lâu?,HubConnect 9-in-1 được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-092,product_category,HubConnect 9-in-1 thuộc nhóm sản phẩm nào?,HubConnect 9-in-1 thuộc nhóm phụ kiện.
TCX-AC-093,product_price,Cable USB-C 100W giá bao nhiêu?,Cable USB-C 100W hiện có giá niêm yết 1.560.000 VND.
TCX-AC-093,product_info,Cable USB-C 100W có thông số gì nổi bật?,"Cable USB-C 100W có thông số chính: cáp USB-C to USB-C, hỗ trợ sạc 100W."
TCX-AC-093,product_recommendation,Cable USB-C 100W phù hợp với nhu cầu nào?,"Cable USB-C 100W phù hợp với nhu cầu: sạc laptop, điện thoại."
TCX-AC-093,product_warranty,Cable USB-C 100W bảo hành bao lâu?,Cable USB-C 100W được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-093,product_category,Cable USB-C 100W thuộc nhóm sản phẩm nào?,Cable USB-C 100W thuộc nhóm phụ kiện.
TCX-AC-094,product_price,Cable Lightning Fast giá bao nhiêu?,Cable Lightning Fast hiện có giá niêm yết 2.290.000 VND.
TCX-AC-094,product_info,Cable Lightning Fast có thông số gì nổi bật?,"Cable Lightning Fast có thông số chính: cáp Lightning, sạc nhanh, bọc dù."
TCX-AC-094,product_recommendation,Cable Lightning Fast phù hợp với nhu cầu nào?,Cable Lightning Fast phù hợp với nhu cầu: thiết bị dùng Lightning.
TCX-AC-094,product_warranty,Cable Lightning Fast bảo hành bao lâu?,Cable Lightning Fast được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-094,product_category,Cable Lightning Fast thuộc nhóm sản phẩm nào?,Cable Lightning Fast thuộc nhóm phụ kiện.
TCX-AC-095,product_price,Adapter GaN 65W giá bao nhiêu?,Adapter GaN 65W hiện có giá niêm yết 3.020.000 VND.
TCX-AC-095,product_info,Adapter GaN 65W có thông số gì nổi bật?,"Adapter GaN 65W có thông số chính: củ sạc GaN 65W, 2 USB-C, 1 USB-A."
TCX-AC-095,product_recommendation,Adapter GaN 65W phù hợp với nhu cầu nào?,Adapter GaN 65W phù hợp với nhu cầu: sạc laptop và điện thoại.
TCX-AC-095,product_warranty,Adapter GaN 65W bảo hành bao lâu?,Adapter GaN 65W được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-095,product_category,Adapter GaN 65W thuộc nhóm sản phẩm nào?,Adapter GaN 65W thuộc nhóm phụ kiện.
TCX-AC-096,product_price,Adapter GaN 30W giá bao nhiêu?,Adapter GaN 30W hiện có giá niêm yết 3.750.000 VND.
TCX-AC-096,product_info,Adapter GaN 30W có thông số gì nổi bật?,Adapter GaN 30W có thông số chính: củ sạc nhỏ gọn 30W USB-C.
TCX-AC-096,product_recommendation,Adapter GaN 30W phù hợp với nhu cầu nào?,"Adapter GaN 30W phù hợp với nhu cầu: điện thoại, máy tính bảng."
TCX-AC-096,product_warranty,Adapter GaN 30W bảo hành bao lâu?,Adapter GaN 30W được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-096,product_category,Adapter GaN 30W thuộc nhóm sản phẩm nào?,Adapter GaN 30W thuộc nhóm phụ kiện.
TCX-AC-097,product_price,Laptop Stand Air giá bao nhiêu?,Laptop Stand Air hiện có giá niêm yết 4.480.000 VND.
TCX-AC-097,product_info,Laptop Stand Air có thông số gì nổi bật?,"Laptop Stand Air có thông số chính: giá đỡ laptop nhôm, gấp gọn."
TCX-AC-097,product_recommendation,Laptop Stand Air phù hợp với nhu cầu nào?,Laptop Stand Air phù hợp với nhu cầu: làm việc ergonomic.
TCX-AC-097,product_warranty,Laptop Stand Air bảo hành bao lâu?,Laptop Stand Air được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-097,product_category,Laptop Stand Air thuộc nhóm sản phẩm nào?,Laptop Stand Air thuộc nhóm phụ kiện.
TCX-AC-098,product_price,Webcam MeetCam 1080p giá bao nhiêu?,Webcam MeetCam 1080p hiện có giá niêm yết 5.210.000 VND.
TCX-AC-098,product_info,Webcam MeetCam 1080p có thông số gì nổi bật?,"Webcam MeetCam 1080p có thông số chính: webcam Full HD, mic kép."
TCX-AC-098,product_recommendation,Webcam MeetCam 1080p phù hợp với nhu cầu nào?,"Webcam MeetCam 1080p phù hợp với nhu cầu: họp online, học online."
TCX-AC-098,product_warranty,Webcam MeetCam 1080p bảo hành bao lâu?,Webcam MeetCam 1080p được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-098,product_category,Webcam MeetCam 1080p thuộc nhóm sản phẩm nào?,Webcam MeetCam 1080p thuộc nhóm phụ kiện.
TCX-AC-099,product_price,MicStream USB giá bao nhiêu?,MicStream USB hiện có giá niêm yết 5.940.000 VND.
TCX-AC-099,product_info,MicStream USB có thông số gì nổi bật?,"MicStream USB có thông số chính: micro USB thu âm, lọc ồn cơ bản."
TCX-AC-099,product_recommendation,MicStream USB phù hợp với nhu cầu nào?,"MicStream USB phù hợp với nhu cầu: livestream, học online."
TCX-AC-099,product_warranty,MicStream USB bảo hành bao lâu?,MicStream USB được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-099,product_category,MicStream USB thuộc nhóm sản phẩm nào?,MicStream USB thuộc nhóm phụ kiện.
TCX-AC-100,product_price,CleanKit Pro giá bao nhiêu?,CleanKit Pro hiện có giá niêm yết 6.670.000 VND.
TCX-AC-100,product_info,CleanKit Pro có thông số gì nổi bật?,"CleanKit Pro có thông số chính: bộ vệ sinh màn hình, bàn phím, tai nghe."
TCX-AC-100,product_recommendation,CleanKit Pro phù hợp với nhu cầu nào?,CleanKit Pro phù hợp với nhu cầu: vệ sinh thiết bị.
TCX-AC-100,product_warranty,CleanKit Pro bảo hành bao lâu?,CleanKit Pro được bảo hành 6-12 tháng tùy sản phẩm.
TCX-AC-100,product_category,CleanKit Pro thuộc nhóm sản phẩm nào?,CleanKit Pro thuộc nhóm phụ kiện.
