id,intent,question,answer,source_ids,requires_handoff,suggested_action
qa_0302,product_info,Bạn tư vấn giúp mình: thông số chính của Laptop GamePro 15 là gì?,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0303,product_info,"Shop ơi, thông số chính của Laptop GamePro 15 là gì?","Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0304,product_info,"Ad ơi, laptop GamePro 15 có điểm gì nổi bật?","Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0305,product_info,Cho mình hỏi laptop GamePro 15 có điểm gì nổi bật?,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0306,product_info,Mình cần biết laptop GamePro 15 có điểm gì nổi bật?,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0307,product_info,Bạn tư vấn giúp mình: laptop GamePro 15 có điểm gì nổi bật?,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0308,product_info,"Shop ơi, laptop GamePro 15 có điểm gì nổi bật?","Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0309,product_info,"Ad ơi, mô tả nhanh giúp mình Laptop GamePro 15","Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0310,product_info,Cho mình hỏi mô tả nhanh giúp mình Laptop GamePro 15,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0311,product_info,Mình cần biết mô tả nhanh giúp mình Laptop GamePro 15,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0312,product_info,Bạn tư vấn giúp mình: mô tả nhanh giúp mình Laptop GamePro 15,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0313,product_info,"Shop ơi, mô tả nhanh giúp mình Laptop GamePro 15","Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0314,product_info,"Ad ơi, laptop GamePro 15 phù hợp với nhu cầu nào?","Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0315,product_info,Cho mình hỏi laptop GamePro 15 phù hợp với nhu cầu nào?,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0316,product_info,Mình cần biết laptop GamePro 15 phù hợp với nhu cầu nào?,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0317,product_info,Bạn tư vấn giúp mình: laptop GamePro 15 phù hợp với nhu cầu nào?,"Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0318,product_info,"Shop ơi, laptop GamePro 15 phù hợp với nhu cầu nào?","Laptop GamePro 15 có thông tin chính: AMD Ryzen 7, RAM 16GB, SSD 1TB, GPU RTX 4060, màn hình 15.6 inch 144Hz. Sản phẩm phù hợp với nhu cầu chơi game, đồ họa 2D/3D, render video và học ngành kỹ thuật.",TC-LT-002,False,answer
qa_0319,product_warranty,"Ad ơi, laptop GamePro 15 bảo hành bao lâu?","Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0320,product_warranty,Cho mình hỏi laptop GamePro 15 bảo hành bao lâu?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0321,product_warranty,Mình cần biết laptop GamePro 15 bảo hành bao lâu?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0322,product_warranty,Bạn tư vấn giúp mình: laptop GamePro 15 bảo hành bao lâu?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0323,product_warranty,"Shop ơi, laptop GamePro 15 bảo hành bao lâu?","Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0324,product_warranty,"Ad ơi, thời gian bảo hành của Laptop GamePro 15 là mấy tháng?","Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0325,product_warranty,Cho mình hỏi thời gian bảo hành của Laptop GamePro 15 là mấy tháng?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0326,product_warranty,Mình cần biết thời gian bảo hành của Laptop GamePro 15 là mấy tháng?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0327,product_warranty,Bạn tư vấn giúp mình: thời gian bảo hành của Laptop GamePro 15 là mấy tháng?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0328,product_warranty,"Shop ơi, thời gian bảo hành của Laptop GamePro 15 là mấy tháng?","Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0329,product_warranty,"Ad ơi, mua Laptop GamePro 15 thì được bảo hành như thế nào?","Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0330,product_warranty,Cho mình hỏi mua Laptop GamePro 15 thì được bảo hành như thế nào?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0331,product_warranty,Mình cần biết mua Laptop GamePro 15 thì được bảo hành như thế nào?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0332,product_warranty,Bạn tư vấn giúp mình: mua Laptop GamePro 15 thì được bảo hành như thế nào?,"Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0333,product_warranty,"Shop ơi, mua Laptop GamePro 15 thì được bảo hành như thế nào?","Laptop GamePro 15 được bảo hành 24 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-002, policy_warranty",False,answer
qa_0334,product_price,"Ad ơi, laptop EduBook 13 giá bao nhiêu?",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0335,product_price,Cho mình hỏi laptop EduBook 13 giá bao nhiêu?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0336,product_price,Mình cần biết laptop EduBook 13 giá bao nhiêu?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0337,product_price,Bạn tư vấn giúp mình: laptop EduBook 13 giá bao nhiêu?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0338,product_price,"Shop ơi, laptop EduBook 13 giá bao nhiêu?",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0339,product_price,"Ad ơi, cho mình hỏi giá Laptop EduBook 13 với",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0340,product_price,Cho mình hỏi cho mình hỏi giá Laptop EduBook 13 với,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0341,product_price,Mình cần biết cho mình hỏi giá Laptop EduBook 13 với,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0342,product_price,Bạn tư vấn giúp mình: cho mình hỏi giá Laptop EduBook 13 với,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0343,product_price,"Shop ơi, cho mình hỏi giá Laptop EduBook 13 với",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0344,product_price,"Ad ơi, laptop EduBook 13 hiện đang bán giá nào?",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0345,product_price,Cho mình hỏi laptop EduBook 13 hiện đang bán giá nào?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0346,product_price,Mình cần biết laptop EduBook 13 hiện đang bán giá nào?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0347,product_price,Bạn tư vấn giúp mình: laptop EduBook 13 hiện đang bán giá nào?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0348,product_price,"Shop ơi, laptop EduBook 13 hiện đang bán giá nào?",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0349,product_price,"Ad ơi, sản phẩm Laptop EduBook 13 bao nhiêu tiền?",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0350,product_price,Cho mình hỏi sản phẩm Laptop EduBook 13 bao nhiêu tiền?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0351,product_price,Mình cần biết sản phẩm Laptop EduBook 13 bao nhiêu tiền?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0352,product_price,Bạn tư vấn giúp mình: sản phẩm Laptop EduBook 13 bao nhiêu tiền?,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0353,product_price,"Shop ơi, sản phẩm Laptop EduBook 13 bao nhiêu tiền?",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0354,product_price,"Ad ơi, báo giá giúp mình Laptop EduBook 13",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0355,product_price,Cho mình hỏi báo giá giúp mình Laptop EduBook 13,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0356,product_price,Mình cần biết báo giá giúp mình Laptop EduBook 13,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0357,product_price,Bạn tư vấn giúp mình: báo giá giúp mình Laptop EduBook 13,Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0358,product_price,"Shop ơi, báo giá giúp mình Laptop EduBook 13",Laptop EduBook 13 hiện có giá niêm yết 9.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-003,False,answer
qa_0359,product_info,"Ad ơi, laptop EduBook 13 cấu hình thế nào?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0360,product_info,Cho mình hỏi laptop EduBook 13 cấu hình thế nào?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0361,product_info,Mình cần biết laptop EduBook 13 cấu hình thế nào?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0362,product_info,Bạn tư vấn giúp mình: laptop EduBook 13 cấu hình thế nào?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0363,product_info,"Shop ơi, laptop EduBook 13 cấu hình thế nào?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0364,product_info,"Ad ơi, thông số chính của Laptop EduBook 13 là gì?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0365,product_info,Cho mình hỏi thông số chính của Laptop EduBook 13 là gì?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0366,product_info,Mình cần biết thông số chính của Laptop EduBook 13 là gì?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0367,product_info,Bạn tư vấn giúp mình: thông số chính của Laptop EduBook 13 là gì?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0368,product_info,"Shop ơi, thông số chính của Laptop EduBook 13 là gì?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0369,product_info,"Ad ơi, laptop EduBook 13 có điểm gì nổi bật?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0370,product_info,Cho mình hỏi laptop EduBook 13 có điểm gì nổi bật?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0371,product_info,Mình cần biết laptop EduBook 13 có điểm gì nổi bật?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0372,product_info,Bạn tư vấn giúp mình: laptop EduBook 13 có điểm gì nổi bật?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0373,product_info,"Shop ơi, laptop EduBook 13 có điểm gì nổi bật?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0374,product_info,"Ad ơi, mô tả nhanh giúp mình Laptop EduBook 13","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0375,product_info,Cho mình hỏi mô tả nhanh giúp mình Laptop EduBook 13,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0376,product_info,Mình cần biết mô tả nhanh giúp mình Laptop EduBook 13,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0377,product_info,Bạn tư vấn giúp mình: mô tả nhanh giúp mình Laptop EduBook 13,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0378,product_info,"Shop ơi, mô tả nhanh giúp mình Laptop EduBook 13","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0379,product_info,"Ad ơi, laptop EduBook 13 phù hợp với nhu cầu nào?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0380,product_info,Cho mình hỏi laptop EduBook 13 phù hợp với nhu cầu nào?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0381,product_info,Mình cần biết laptop EduBook 13 phù hợp với nhu cầu nào?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0382,product_info,Bạn tư vấn giúp mình: laptop EduBook 13 phù hợp với nhu cầu nào?,"Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0383,product_info,"Shop ơi, laptop EduBook 13 phù hợp với nhu cầu nào?","Laptop EduBook 13 có thông tin chính: Intel Core i3, RAM 8GB, SSD 256GB, màn hình 13.3 inch Full HD, nặng 1.18kg. Sản phẩm phù hợp với nhu cầu học sinh, sinh viên cần máy gọn nhẹ để học online, làm bài tập, duyệt web, Word và Excel cơ bản.",TC-LT-003,False,answer
qa_0384,product_warranty,"Ad ơi, laptop EduBook 13 bảo hành bao lâu?","Laptop EduBook 13 được bảo hành 18 tháng. Nếu cần bảo hành, bạn vui lòng cung cấp mã đơn hàng, số điện thoại mua hàng, mô tả lỗi và hình ảnh/video nếu có.","TC-LT-003, policy_warranty",False,answer
